aai	在
nuwending	不稳定
nuwn	暖
nuwo	你我
nuxi	呼吸
nuxian	不限
nuxiang	不想
nuxianggan	不想干
nuxianzai	你现在
nuxihuan	不喜欢
nuxin	不信
nuxingle	举行了
nuxiugang	不锈钢
nuxn	暖
nuxu	不许
nuxuyao	不需要
nuyang	模样
nuyao	不要
nuye	你也
nuyiding	不一定
nuyijing	你已经
nuying	不应
nuyinggai	不应该
nuyingxiang	不影响
nuyiyang	不一样
nuyong	不用
nuyou	具有
nuyu	不与
nuyuan	不愿
nuyuanyi	不愿意
nuyunxu	不允许
nuyuwang	局域网
nuzai	不再
nuzaishi	不再是
nuzenme	你怎么
nuzhao	护照
nuzhen	你真
nuzhi	不知
nuzhichi	不支持
nuzhidao	不知道
nuzhou	步骤
nuzhu	居住
nuzhun	不准
nuzhuo	捕捉
nuzi	句子
nuziji	你自己
nuzn	暖
nuzuo	不做
nvaheng	女生
nvahi	女士
nvai	女子
nvaing	女性
nvbai	女孩
nvbaizi	女孩子
nvcheng	女生
nvchi	女士
nvcing	女性
nvdd	女的
nvden	女人
nvdf	女的
nvdheng	女生
nvdhi	女士
nvding	女性
nvdr	女的
nvds	女的
nvdw	女的
nvee	女的
nveen	女人
nveheng	女生
nvehi	女士
nvfe	女的
nvgai	女孩
nvgaizi	女孩子
nvgen	女人
nvgou	女友
nvhaiai	女孩子
nvhaisi	女孩子
nvhaixi	女孩子
nvhaizj	女孩子
nvhaizk	女孩子
nvhaizl	女孩子
nvhaizo	女孩子
nvhaizu	女孩子
nvhaj	女孩
nvhajzi	女孩子
nvhak	女孩
nvhakzi	女孩子
nvhal	女孩
nvhalzi	女孩子
nvhao	女孩
nvhaozi	女孩子
nvhau	女孩
nvhauzi	女孩子
nvhou	女友
nvhqi	女孩
nvhqizi	女孩子
nvhsi	女孩
nvhsizi	女孩子
nvhwi	女孩
nvhwizi	女孩子
nvhxi	女孩
nvhxizi	女孩子
nvhzi	女孩
nvhzizi	女孩子
nvjai	女孩
nvjaizi	女孩子
nvjou	女友
nvlengyou	女朋友
nvmai	女孩
nvmaizi	女孩子
nvnai	女孩
nvnaizi	女孩子
nvoengyou	女朋友
nvpdngyou	女朋友
nvpebgyou	女朋友
nvpeggyou	女朋友
nvpehgyou	女朋友
nvpejgyou	女朋友
nvpemgyou	女朋友
nvpenbyou	女朋友
nvpenfyou	女朋友
nvpenggou	女朋友
nvpenghou	女朋友
nvpengjou	女朋友
nvpengtou	女朋友
nvpenguou	女朋友
nvpengyiu	女朋友
nvpengyku	女朋友
nvpengylu	女朋友
nvpengyoh	女朋友
nvpengyoi	女朋友
nvpengyoj	女朋友
nvpengyok	女朋友
nvpengyoy	女朋友
nvpengypu	女朋友
nvpenhyou	女朋友
nvpennyou	女朋友
nvpenryou	女朋友
nvpentyou	女朋友
nvpenvyou	女朋友
nvpenyyou	女朋友
nvpfngyou	女朋友
nvprngyou	女朋友
nvpsngyou	女朋友
nvpwngyou	女朋友
nvqheng	女生
nvqhi	女士
nvrdn	女人
nvre	女的
nvreb	女人
nvreg	女人
nvreh	女人
nvrej	女人
nvrem	女人
nvrfn	女人
nvrrn	女人
nvrsn	女人
nvrwn	女人
nvsbeng	女生
nvsbi	女士
nvsgeng	女生
nvsgi	女士
nvshdng	女生
nvshebg	女生
nvshegg	女生
nvshehg	女生
nvshejg	女生
nvshemg	女生
nvshenb	女生
nvshenf	女生
nvshenh	女生
nvshenn	女生
nvshenr	女生
nvshent	女生
nvshenv	女生
nvsheny	女生
nvshfng	女生
nvshj	女士
nvshk	女士
nvshl	女士
nvsho	女士
nvshrng	女生
nvshsng	女生
nvshwng	女生
nvsi	女子
nvsing	女性
nvsjeng	女生
nvsji	女士
nvsmeng	女生
nvsmi	女士
nvsneng	女生
nvsni	女士
nvsteng	女生
nvsti	女士
nvsueng	女生
nvsui	女士
nvsyeng	女生
nvsyi	女士
nvtai	女孩
nvtaizi	女孩子
nvten	女人
nvtou	女友
nvuai	女孩
nvuaizi	女孩子
nvuou	女友
nvve	女的
nvwe	女的
nvwheng	女生
nvwhi	女士
nvxe	女的
nvxheng	女生
nvxhi	女士
nvxi	女子
nvxibg	女性
nvxigg	女性
nvxihg	女性
nvxijg	女性
nvximg	女性
nvxinb	女性
nvxinf	女性
nvxinh	女性
nvxinn	女性
nvxinr	女性
nvxint	女性
nvxinv	女性
nvxiny	女性
nvxjng	女性
nvxkng	女性
nvxlng	女性
nvxong	女性
nvxung	女性
nvyai	女孩
nvyaizi	女孩子
nvyiu	女友
nvyku	女友
nvylu	女友
nvyoh	女友
nvyoi	女友
nvyoj	女友
nvyok	女友
nvyoy	女友
nvypu	女友
nvzheng	女生
nvzhi	女士
nvzing	女性
nvzj	女子
nvzk	女子
nvzl	女子
nvzo	女子
nw	那
nwbian	那边
nwchu	拿出
nwdao	拿到
nwer	那儿
nwge	那个
nwi	内
nwibu	内部
nwicun	内存
nwidi	内地
nwihan	内涵
nwihe	内核
nwimenggu	内蒙古
nwinai	奶奶
nwirong	内容
nwirongshi	内容是
nwishi	乃是
nwiwai	内外
nwixiang	内向
nwixin	内心
nwixinde	内心的
nwiyi	内衣
nwiyou	内有
nwizai	内在
nwizhi	内置
nwjiu	那就
nwjiushi	那就是
nwle	拿了
nwli	那里
nwme	那么
nwmeduo	那么多
nwmi	纳米
nwn	难
nwnbei	南北
nwnbu	南部
nwnchang	南昌
nwndao	难道
nwnde	难得
nwndian	难点
nwndu	难度
nwnfang	南方
nwngba	能把
nwngbu	能不
nwngbuneng	能不能
nwngcong	能从
nwngfou	能否
nwnggei	能给
nwnggou	能够
nwnggouzai	能够在
nwngjiang	能将
nwngli	能力
nwngliang	能量
nwngliqiang	能力强
nwngshi	能使
nwnguai	难怪
nwngwei	能为
nwngyong	能用
nwngyou	能有
nwngyuan	能源
nwngzai	能在
nwngzuo	能做
nwnhai	男孩
nwni	那你
nwnjingshi	南京市
nwnlu	南路
nwnmian	难免
nwnning	南宁
nwnnv	男女
nwnpengyou	男朋友
nwnren	男人
nwnshan	南山
nwnsheng	男生
nwnshi	男士
nwnti	难题
nwnxing	男性
nwnyi	难以
nwnyou	男友
nwnzi	男子
nwo	脑
nwodai	脑袋
nwpa	哪怕
nwqi	拿起
nwren	那人
nwru	纳入
nwshi	那是
nwshihou	那时候
nwshui	纳税
nwshuiren	纳税人
nwtian	那天
nwwei	那位
nwwo	那我
nwxie	那些
nwyang	那样
nwzhang	那张
nwzhe	拿着
nwzhi	那只
nwzhong	那种
nx	那
nxbian	那边
nxchu	拿出
nxdao	拿到
nxer	那儿
nxge	那个
nxi	奶
nxinai	奶奶
nxishi	乃是
nxixin	耐心
nxizhi	乃至
nxjiu	那就
nxjiushi	那就是
nxle	拿了
nxli	那里
nxme	那么
nxmeduo	那么多
nxmi	纳米
nxn	难
nxnbei	南北
nxnbu	南部
nxnchang	南昌
nxndao	难道
nxnde	难得
nxndian	难点
nxndu	难度
nxnfang	南方
nxnguai	难怪
nxnhai	男孩
nxni	那你
nxnjingshi	南京市
nxnlu	南路
nxnmian	难免
nxnning	南宁
nxnnv	男女
nxnpengyou	男朋友
nxnren	男人
nxnshan	南山
nxnsheng	男生
nxnshi	男士
nxnti	难题
nxnxing	男性
nxnyi	难以
nxnyou	男友
nxnzi	男子
nxo	脑
nxodai	脑袋
nxpa	哪怕
nxqi	拿起
nxren	那人
nxru	纳入
nxshi	那是
nxshihou	那时候
nxshui	纳税
nxshuiren	纳税人
nxtian	那天
nxwei	那位
nxwo	那我
nxxie	那些
nxyang	那样
nxzhang	那张
nxzhe	拿着
nxzhi	那只
nxzhong	那种
ny	怒
nyan	暖
nyli	努力
nyo	诺
nyojiya	诺基亚
nyoyong	挪用
nz	那
nzbian	那边
nzchu	拿出
nzdao	拿到
nzer	那儿
nzge	那个
nzi	奶
nzinai	奶奶
nzishi	乃是
nzixin	耐心
nzizhi	乃至
nzjiu	那就
nzjiushi	那就是
nzle	拿了
nzli	那里
nzme	那么
nzmeduo	那么多
nzmi	纳米
nzn	难
nznbei	南北
nznbu	南部
nznchang	南昌
nzndao	难道
nznde	难得
nzndian	难点
nzndu	难度
nznfang	南方
nznguai	难怪
nznhai	男孩
nzni	那你
nznjingshi	南京市
nznlu	南路
nznmian	难免
nznning	南宁
nznnv	男女
nznpengyou	男朋友
nznren	男人
nznshan	南山
nznsheng	男生
nznshi	男士
nznti	难题
nznxing	男性
nznyi	难以
nznyou	男友
nznzi	男子
nzo	脑
nzodai	脑袋
nzpa	哪怕
nzqi	拿起
nzren	那人
nzru	纳入
nzshi	那是
nzshihou	那时候
nzshui	纳税
nzshuiren	纳税人
nztian	那天
nzwei	那位
nzwo	那我
nzxie	那些
nzyang	那样
nzzhang	那张
nzzhe	拿着
nzzhi	那只
nzzhong	那种
oa	啦
oade	卡的
oadong	拉动
oafei	咖啡
oahao	卡号
oai	来
oaiba	来吧
oaiban	开办
oaicai	开采
oaiche	开车
oaichu	排除
oaichuang	开创
oaichusuo	派出所
oaidao	来到
oaidaole	来到了
oaidian	来电
oaifa	开发
oaifang	开放
oaifaqu	开发区
oaifashang	开发商
oaigong	开工
oaiguan	开关
oaihang	排行
oaihu	开户
oaihui	来回
oaiji	开机
oaijiang	来讲
oaikan	来看
oaikou	开口
oailai	开来
oailie	排列
oailin	来临
oaimai	拍卖
oaimen	开门
oaiming	排名
oaipi	开辟
oaiqi	开启
oaishe	拍摄
oaishi	开始
oaishile	开始了
oaishixian	来实现
oaishuo	来说
oaitong	开通
oaitou	开头
oaituo	开拓
oaixin	开心
oaixu	排序
oaiye	开业
oaiyuan	来源
oaiyuanyu	来源于
oaizhan	开展
oaizhanle	开展了
oaizhao	拍照
oaizhi	开支
oaizi	来自
oaiziyu	来自于
oaizuo	来做
oaji	垃圾
oajiao	辣椒
oan	看
oanbudao	看不到
oancheng	堪称
oanchu	看出
oandai	看待
oandao	看到
oandaole	看到了
oande	看的
oandeng	刊登
oanding	判定
oanduan	判断
oanfa	看法
oang	旁
oangbian	旁边
oangdade	庞大的
oangfei	浪费
oangfu	康复
oangman	浪漫
oangshengsu	抗生素
oanguo	看过
oangxi	康熙
oangzi	胖子
oanhao	看好
oanjian	看见
oanjue	判决
oankan	看看
oanlai	看来
oanle	看了
oanlekan	看了看
oanmu	栏目
oanni	看你
oanqilai	看起来
oanqiu	篮球
oanse	蓝色
oanshangqu	看上去
oanshu	看书
oansi	看似
oanta	看他
oantian	蓝天
oanwan	看完
oanwo	看我
oanwu	刊物
oanya	蓝牙
oanzhe	看着
oanzhewo	看着我
oanzhou	兰州
oanzuo	看作
oao	老
oaobaixing	老百姓
oaoban	老板
oaobei	拷贝
oaochang	考场
oaoda	老大
oaodao	跑到
oaodian	考点
oaodong	劳动
oaodongli	劳动力
oaodongzhe	劳动者
oaogong	老公
oaohe	考核
oaohu	老虎
oaohua	老化
oaohuji	老虎机
oaojin	靠近
oaole	跑了
oaolv	考虑
oaolvdao	考虑到
oaomo	泡沫
oaonian	老年
oaonianren	老年人
oaoping	考评
oaopo	老婆
oaoren	老人
oaosheng	考生
oaoshi	考试
oaoshu	老鼠
oaotou	老头
oaowu	劳务
oaoyan	考验
oaozi	老子
oaozong	老总
oapian	卡片
oasa	拉萨
oatong	卡通
oazai	落在
oazhe	拉着
oe	了
oeai	可爱
oean	可按
oeba	了吧
oebu	可不
oeche	客车
oecheng	课程
oeda	可达
oefang	客房
oefenwei	可分为
oefu	客服
oegenju	可根据
oegong	可供
oeguan	客观
oehu	客户
oehuduan	客户端
oei	雷
oeibei	配备
oeibie	类别
oeichang	赔偿
oeida	雷达
oeifang	配方
oeifu	佩服
oeihe	配合
oeiji	累计
oeijian	配件
oeiou	配偶
oeishui	泪水
oeisi	类似
oeiside	类似的
oeisong	配送
oeitao	配套
oeixing	类型
oeixun	培训
oeixunban	培训班
oeiyang	培养
oeiyou	配有
oeiyu	培育
oeizhi	配置
oeji	科技
oejian	可见
oejiang	可将
oekao	可靠
oekaode	可靠的
oekaoxing	可靠性
oeli	颗粒
oelian	可怜
oemu	科目
oen	肯
oending	肯定
oendingshi	肯定是
oeneng	可能
oenengde	可能的
oenenghui	可能会
oenengshi	可能是
oenengxing	可能性
oenengyin	可能因
oenengyou	可能有
oeng	冷
oengdao	碰到
oengjing	冷静
oengmo	冷漠
oengyou	朋友
oengyoumen	朋友们
oengzhang	膨胀
oengzhuang	碰撞
oepa	可怕
oepu	科普
oequ	乐趣
oeren	客人
oeshi	可是
oeshiwo	可是我
oesou	咳嗽
oetang	课堂
oeti	课题
oeting	客厅
oetongguo	可通过
oewang	渴望
oewen	课文
oewo	可我
oexi	可惜
oexing	可行
oexuan	可选
oexue	科学
oexuejia	科学家
oeyan	科研
oeyi	可以
oeyiba	可以把
oeyicong	可以从
oeyirang	可以让
oeyishi	可以使
oeyishuo	可以说
oeyixiang	可以向
oeyiyong	可以用
oeyong	可用
oeyuan	乐园
oeyun	客运
oezai	可在
oezhijie	可直接
oh	欧
ohda	殴打
oher	偶尔
ohmei	欧美
ohmeng	欧盟
ohran	偶然
ohxiang	偶像
ohyang	欧阳
ohyuan	欧元
ohzhou	欧洲
oi	里
oian	连
oianai	恋爱
oianbang	联邦
oiandong	联动
oiang	两
oiangan	两岸
oiangbian	两边
oiangce	两侧
oiangci	两次
oiangda	两大
oiangdian	亮点
oiangdu	亮度
oiangge	两个
oianggeren	两个人
oiangguo	两国
oianghao	良好
oianghaode	良好的
oiangji	两集
oiangjia	两家
oiangming	两名
oiangnian	两年
oiangren	两人
oiangshi	粮食
oiangtian	两天
oiangtiao	两条
oiangwei	两位
oiangxiang	亮相
oiangzhe	两者
oiangzhi	两只
oiangzhong	两种
oianhe	联合
oianheguo	联合国
oianhehui	联合会
oianhua	莲花
oianjie	连接
oianke	片刻
oianluo	联络
oianmang	连忙
oianmeng	联盟
oianren	恋人
oiansai	联赛
oianse	脸色
oianshang	脸上
oianshou	联手
oiansuo	连锁
oiantong	联通
oianwang	联网
oianxi	联系
oianxiang	联想
oianxiren	联系人
oianxu	连续
oianyi	便宜
oianzai	连载
oianzi	骗子
oiao	飘
oiaofa	疗法
oiaojia	票价
oiaojie	了解
oiaojiedao	了解到
oiaoju	票据
oiaoliang	漂亮
oiaoning	辽宁
oiaoningsheng	辽宁省
oiaotian	聊天
oiaoxiao	疗效
oibukai	离不开
oicai	理财
oichang	立场
oicheng	里程
oida	殴打
oidai	历代
oidu	力度
oie	列
oiebiao	列表
oieche	列车
oiechu	列出
oier	偶尔
oieru	列入
oiewei	列为
oifa	批发
oifajia	批发价
oifangmi	立方米
oifu	皮肤
oige	皮革
oigu	屁股
oihai	厉害
oihun	离婚
oiji	立即
oijiang	丽江
oijie	理解
oijing	历经
oijiu	啤酒
oikai	离开
oikaile	离开了
oike	立刻
oilao	疲劳
oiliang	力量
oilu	披露
oilun	理论
oilv	利率
oimei	欧美
oimeng	欧盟
oimi	厘米
oimian	里面
oin	林
oinchang	品尝
oinchuang	临床
oindao	频道
oinfan	频繁
oing	平
oingan	平安
oingbi	屏蔽
oingbujian	零部件
oingce	评测
oingchang	平常
oingchen	凌晨
oingdao	领导
oingdaoren	领导人
oingdaoxia	领导下
oingdaozhe	领导者
oingdeng	平等
oingding	评定
oingfan	平凡
oingfang	平方
oingfangmi	平方米
oingfen	评分
oinggan	灵感
oinggu	评估
oingguo	苹果
oingheng	平衡
oinghun	灵魂
oinghuo	灵活
oingji	评级
oingjia	评价
oingjian	零件
oingjie	凭借
oingjing	平静
oingjun	平均
oinglei	另类
oinglun	评论
oingmi	平米
oingmian	平面
oingmin	平民
oingmu	屏幕
oingqu	领取
oingren	令人
oingshen	评审
oingsheng	铃声
oingshi	平时
oingshou	零售
oingshoujia	零售价
oingtai	平台
oingting	聆听
oingwai	另外
oingwei	评委
oingwen	平稳
oingxian	领先
oingxiu	领袖
oingxuan	评选
oingyi	另一
oingyige	另一个
oingyizhong	另一种
oingyou	另有
oingyu	领域
oingzheng	凭证
oinian	理念
oinjin	临近
oinju	邻居
oinkun	贫困
oinlv	频率
oinming	拼命
oinmu	林木
oinpai	品牌
oinqing	聘请
oinren	聘任
oinshi	临时
oinsuan	磷酸
oinwei	品味
oinye	林业
oinyong	聘用
oinzhi	品质
oinzhong	品种
oipan	批判
oipei	匹配
oipin	礼品
oiping	批评
oiqi	脾气
oiqiu	力求
oiqu	离去
oiran	偶然
oiru	例如
oirun	利润
oishi	历史
oishide	历史的
oishihui	理事会
oishishang	历史上
oiti	立体
oiu	流
oiuchang	流畅
oiucheng	流程
oiuchuan	流传
oiudong	流动
oiuge	六个
oiugei	留给
oiulan	浏览
oiulang	流浪
oiulanqi	浏览器
oiulei	流泪
oiuliang	流量
oiumang	流氓
oiunian	六年
oiushi	流失
oiushui	流水
oiutong	流通
oiuxia	留下
oiuxiale	留下了
oiuxing	流行
oiuxue	留学
oiuxuesheng	留学生
oiuyan	留言
oiuyi	留意
oiuyu	流域
oiuyue	六月
oiuzai	留在
oiwu	礼物
oixi	利息
oixian	离线
oixiang	理想
oixiangde	理想的
oixing	理性
oiyang	欧阳
oiyi	利益
oiyong	利用
oiyou	理由
oiyu	利于
oiyuan	欧元
oizheng	力争
oizhi	理智
oizhou	欧洲
oizhun	批准
oizhunhou	批准后
oizi	例子
oizu	立足
oj	欧
ojda	殴打
ojer	偶尔
ojmei	欧美
ojmeng	欧盟
ojran	偶然
ojxiang	偶像
ojyang	欧阳
ojyuan	欧元
ojzhou	欧洲
ok	欧
okda	殴打
oker	偶尔
okmei	欧美
okmeng	欧盟
okran	偶然
okxiang	偶像
okyang	欧阳
okyuan	欧元
okzhou	欧洲
ooan	破案
oochan	破产
oohuai	破坏
oojie	破解
oojieban	破解版
oong	龙
oongbai	空白
oongbu	恐怖
oongduan	垄断
oonggu	控股
oongjian	空间
oongju	恐惧
oongjun	空军
oongpa	恐怕
oongqi	空气
oongtiao	空调
oongtou	龙头
oongzhi	控制
oongzhiqi	控制器
oongzhizai	控制在
oongzhong	空中
oongzi	孔子
oopo	婆婆
oou	口
oouan	口岸
oouceng	楼层
oouchu	扣除
ooudong	漏洞
ooufu	口服
oouhao	口号
ooupan	楼盘
oouqi	口气
oouqiang	口腔
ooushang	楼上
oouti	楼梯
oouwei	口味
oouxia	楼下
oouyu	口语
oouzhong	口中
oouzhu	楼主
ouahou	欧洲
ouai	快
ouaiang	偶像
ouaidi	快递
ouaigan	快感
ouaiji	会计
ouaijie	快捷
ouaile	快乐
ouailede	快乐的
ouaiqian	块钱
ouaisu	快速
ouan	乱
ouandai	宽带
ouandu	宽度
ouang	况
ouangjia	框架
ouangshan	矿山
ouanrong	宽容
ouanshi	款式
ouanxiang	款项
ouayue	跨越
oubian	普遍
ouca	殴打
oucha	普查
ouciang	偶像
oucun	库存
oudiang	偶像
oudq	殴打
oudr	偶尔
ouds	殴打
ouduan	路段
oudw	殴打
oudx	殴打
oudz	殴打
ouea	殴打
ouean	偶然
oued	偶尔
ouee	偶尔
ouef	偶尔
oueg	偶尔
ouercha	普洱茶
ouet	偶尔
oufr	偶尔
ougang	欧阳
ouguo	路过
ouhang	欧阳
ouhei	欧美
ouheng	欧盟
ouhuan	欧元
oui	亏
ouisun	亏损
oujang	欧阳
oujei	欧美
oujeng	欧盟
oujing	路径
oujuan	欧元
oukei	欧美
oukeng	欧盟
oukou	路口
oumdi	欧美
oumdng	欧盟
oumebg	欧盟
oumegg	欧盟
oumehg	欧盟
oumej	欧美
oumejg	欧盟
oumek	欧美
oumel	欧美
oumemg	欧盟
oumenb	欧盟
oumenf	欧盟
oumenh	欧盟
oumenn	欧盟
oumenr	欧盟
oument	欧盟
oumenv	欧盟
oumeny	欧盟
oumeo	欧美
oumeu	欧美
oumfi	欧美
oumfng	欧盟
oumian	路面
oumri	欧美
oumrng	欧盟
oumsi	欧美
oumsng	欧盟
oumwi	欧美
oumwng	欧盟
oun	论
oundun	伦敦
ounei	欧美
ouneng	欧盟
ounhuo	困惑
ounjing	困境
ounli	伦理
ounming	昆明
ounnan	困难
ounrao	困扰
ounshu	论述
ountai	轮胎
ountan	论坛
ounwen	论文
ounzheng	论证
ouo	落
ouobo	萝卜
ouoda	扩大
ouodi	落地
ouohou	落后
ouoji	逻辑
ouojian	扩建
ouoma	罗马
ouosan	扩散
ouoshi	落实
ouoyang	洛阳
ouozai	落在
ouozhan	扩展
ouozhang	扩张
oura	殴打
ourab	偶然
ourag	偶然
ourah	偶然
ouraj	偶然
ouram	偶然
ourqn	偶然
ourr	偶尔
oursn	偶然
ourwn	偶然
ourxn	偶然
ourzn	偶然
ousa	菩萨
oushou	欧洲
ousiang	偶像
ousr	偶尔
outan	偶然
outao	葡萄
outaojiu	葡萄酒
outong	普通
outonghua	普通话
outuan	欧元
ouuang	欧阳
ouuuan	欧元
ouva	殴打
ouwa	殴打
ouwr	偶尔
ouxa	殴打
ouxhou	欧洲
ouxiabg	偶像
ouxiagg	偶像
ouxiahg	偶像
ouxiajg	偶像
ouxiamg	偶像
ouxian	路线
ouxianb	偶像
ouxianf	偶像
ouxianh	偶像
ouxiann	偶像
ouxianr	偶像
ouxiant	偶像
ouxianv	偶像
ouxiany	偶像
ouxiqng	偶像
ouxisng	偶像
ouxiwng	偶像
ouxixng	偶像
ouxizng	偶像
ouxjang	偶像
ouxkang	偶像
ouxlang	偶像
ouxoang	偶像
ouxu	陆续
ouxuang	偶像
ouxun	鲁迅
ouyabg	欧阳
ouyagg	欧阳
ouyahg	欧阳
ouyajg	欧阳
ouyamg	欧阳
ouyanb	欧阳
ouyanf	欧阳
ouyanh	欧阳
ouyann	欧阳
ouyanr	欧阳
ouyant	欧阳
ouyanv	欧阳
ouyany	欧阳
ouyhan	欧元
ouyian	欧元
ouyjan	欧元
ouykan	欧元
ouyong	录用
ouyouqi	路由器
ouyqng	欧阳
ouysng	欧阳
ouyuab	欧元
ouyuag	欧元
ouyuah	欧元
ouyuaj	欧元
ouyuam	欧元
ouyuqn	欧元
ouyusn	欧元
ouyuwn	欧元
ouyuxn	欧元
ouyuzn	欧元
ouywng	欧阳
ouyxng	欧阳
ouyyan	欧元
ouyzng	欧阳
ouzbou	欧洲
ouzgou	欧洲
ouzhi	录制
ouzhiu	欧洲
ouzhku	欧洲
ouzhlu	欧洲
ouzhoh	欧洲
ouzhoi	欧洲
ouzhoj	欧洲
ouzhok	欧洲
ouzhoy	欧洲
ouzhpu	欧洲
ouziang	偶像
ouzjou	欧洲
ouzmou	欧洲
ouznou	欧洲
ouztou	欧洲
ouzuou	欧洲
ouzyou	欧洲
ov	绿
ove	略
ovguan	旅馆
ovhejin	铝合金
ovhua	绿化
ovke	旅客
ovse	绿色
ovshi	律师
ovxing	旅行
ovxingshe	旅行社
ovyou	旅游
ovyouju	旅游局
ovyouye	旅游业
ovyouzhe	旅游者
oy	欧
oyda	殴打
oyer	偶尔
oymei	欧美
oymeng	欧盟
oyran	偶然
oyxiang	偶像
oyyang	欧阳
oyyuan	欧元
oyzhou	欧洲
p	哦
pab	盘
pabding	判定
pabduan	判断
pabg	旁
pabgbian	旁边
pabgdade	庞大的
pabgzi	胖子
pabjue	判决
pag	盘
pagding	判定
pagduan	判断
pagg	旁
paggbian	旁边
paggdade	庞大的
paggzi	胖子
pagjue	判决
pah	盘
pahding	判定
pahduan	判断
pahg	旁
pahgbian	旁边
pahgdade	庞大的
pahgzi	胖子
pahjue	判决
paiahao	拍照
paiahe	拍摄
paiai	牌子
paiau	排序
paiba	来吧
paibang	排行
paicang	排放
paicbu	排除
paicbusuo	派出所
paicgu	排除
paicgusuo	派出所
paichh	排除
paichhsuo	派出所
paichisuo	派出所
paichj	排除
paichjsuo	派出所
paichk	排除
paichksuo	派出所
paichuauo	派出所
paichucuo	派出所
paichuduo	派出所
paichueuo	派出所
paichuquo	派出所
paichusho	派出所
paichusio	派出所
paichusjo	派出所
paichusko	派出所
paichusui	派出所
paichusuk	派出所
paichusul	派出所
paichusup	派出所
paichusyo	派出所
paichuwuo	派出所
paichuxuo	派出所
paichuzuo	派出所
paichy	排除
paichysuo	派出所
paicju	排除
paicjusuo	派出所
paicmu	排除
paicmusuo	派出所
paicnu	排除
paicnusuo	派出所
paictu	排除
paictusuo	派出所
paicu	排序
paicuu	排除
paicuusuo	派出所
paicyu	排除
paicyusuo	派出所
paidhe	拍摄
paidhu	排除
paidhusuo	派出所
paieang	排放
paiehe	拍摄
paifabg	排放
paifagg	排放
paifahg	排放
paifajg	排放
paifamg	排放
paifanb	排放
paifanf	排放
paifanh	排放
paifann	排放
paifanr	排放
paifant	排放
paifanv	排放
paifany	排放
paifhu	排除
paifhusuo	派出所
paifqng	排放
paifsng	排放
paifwng	排放
paifxng	排放
paifzng	排放
paigang	排行
paihabg	排行
paihagg	排行
paihahg	排行
paihai	拍卖
paihajg	排行
paihamg	排行
paihanb	排行
paihanf	排行
paihanh	排行
paihann	排行
paihanr	排行
paihant	排行
paihanv	排行
paihany	排行
paihing	排名
paihqng	排行
paihsng	排行
paihwng	排行
paihxng	排行
paihzng	排行
paiiie	排列
paijai	拍卖
paijang	排行
paikan	来看
paikie	排列
paiking	排名
pailid	排列
pailif	排列
pailin	来临
pailir	排列
pailis	排列
pailiw	排列
pailje	排列
pailke	排列
paille	排列
pailoe	排列
pailue	排列
paimaj	拍卖
